ID	Target	Tweet	Veracity
100797	GermanWings	I can’t even begin to …. #Germanwings	NON-RUMOR
100798	GermanWings	Crash de la Germanwings: quand les Andreas Lubitz se multiplient sur Facebook http://t.co/N2wBieaDvH http://t.co/6799zHFSlW	NON-RUMOR
100799	GermanWings	Se ve normal? Es Andreas Lubitz Copiloto de Germanwings http://t.co/UNGalZQr05	NON-RUMOR
100800	GermanWings	Wow didn't see that coming http://t.co/amLu8JTxZM	NON-RUMOR
100801	GermanWings	@kikibrancher: @CharlotteBBR  Crash de la Germanwings: quand les Andreas Lubitz se multiplient sur Facebook 😧😈 http://t.co/Z5d5hyrC7D	NON-RUMOR
100802	GermanWings	@MaxBlumenthal @figuredisfondo it has nothing to do with Islam. http://t.co/LamesTdzVs	NON-RUMOR
100803	GermanWings	Tomorrow's Daily Mirror front page #Germanwings #DavidWalliams http://t.co/QK1SM67kw8	NON-RUMOR
100804	GermanWings	Good questions ... #Germanwings http://t.co/ZR6tbeOZf1	NON-RUMOR
100805	GermanWings	Tony Abbott seeks advice about cockpit rules in wake of Germanwings crash http://t.co/UAGCk9kt65	NON-RUMOR
100806	GermanWings	Germanwings crash: 3 different scenarios to unlock and lock the cockpit door http://t.co/WZpdG4wFY1 http://t.co/Bka6z48jHW	NON-RUMOR
100807	GermanWings	Do you have questions about the #Germanwings crash? CNN experts answer #GermanwingsQs: http://t.co/eXKydn7mrd https://t.co/DChp07sO0w	NON-RUMOR
100808	GermanWings	What we know so far about the #Germanwings crash: http://t.co/eV7PQABBTz http://t.co/Q7wY7GER82	NON-RUMOR
100809	GermanWings	#Germanwings Flight 9525 co-pilot deliberately crashed plane! My #Prayers go out to the families! http://t.co/FhKlA2k3pL	NON-RUMOR
100810	GermanWings	#Germanwings Flight 9525 co-pilot crashed plane! My #Prayers go out to the families! http://t.co/9Ek6j6hnMS http://t.co/xj9awb6Trh	NON-RUMOR
100811	GermanWings	Co-pilot of Germanwings intentionally crashed the plane but he's white so he's not a terrorist.	NON-RUMOR
100812	GermanWings	“There's no black box for the human being,” says @milesobrien of the #Germanwings crash http://t.co/rVGxkdbmkF	NON-RUMOR
100813	GermanWings	With the #Germanwings tragedy, try to remember Captain Patrick Sonderheimer, who tried to kick down the door and save the plane.	NON-RUMOR
100814	GermanWings	Germanwings could face enormous legal liabilities in the crash that killed 150 people http://t.co/3nV929P1uc	NON-RUMOR
100815	GermanWings	There were about 100 families… close enough to see the helicopters - @NicRobertsonCNN on #Germanwings memorial http://t.co/4rsPH7Ke3h	NON-RUMOR
100816	GermanWings	#Germanwings crash: How did co-pilot keep the captain out of the cockpit? via @OutFrontCNN http://t.co/MLAsT2KsuE http://t.co/YQkbk9NdqT	NON-RUMOR
100817	GermanWings	@Rod_Hagen @MayneReport this is interesting as well http://t.co/qJ04M1JSNt	NON-RUMOR
100818	GermanWings	A tribute to the lives lost on #Germanwings Flight 9525 next on #AC360 http://t.co/zDHWF3pYN9	NON-RUMOR
100819	GermanWings	#Germanwings black box data released in 48 hrs but #MH17 data not released after 8 months Why? http://t.co/ZaNa7mXvng http://t.co/U94WB4f8Uu	NON-RUMOR
100820	GermanWings	It could be better to have zero pilots in a cockpit instead of one: http://t.co/ig0Z2boPOn #Germanwings http://t.co/JbA8I3MuKk	NON-RUMOR
100821	GermanWings	Here's why the Germanwings crash scenario is less likely in the U.S. http://t.co/BTnZb7sEoT http://t.co/kY6SgGcDav	NON-RUMOR
100822	GermanWings	These are the cliffs #Germanwings rescuers are up against in #SeyneLesAlpes. A brand new hour of #AC360 begins now http://t.co/cvHAxyKUr9	NON-RUMOR
100823	GermanWings	Two gut-wrenching pieces about the #Germanwings crash: From the mind: http://t.co/ZkbPirdJJB From the heart: http://t.co/t7FoLVDjnE	NON-RUMOR
100824	GermanWings	JUST AHEAD: Could what happened with #Germanwings plane happen in the U.S.? Panel weighs in next on #KellyFile.	NON-RUMOR
100825	GermanWings	A co-pilot deliberately crashed the Germanwings plane killing 150 people yet "there was no indication that it is an act of terrorism"? Pftt!	NON-RUMOR
100826	GermanWings	@rini6 @tmcsjgw18 @stiNgo100 @chavezglen1755 @EnigmaNetxx  Check out @CBSNews's Tweet: https://t.co/UBoVqvEzqT	NON-RUMOR
100827	GermanWings	What the liberal mind always starts doing at times like this -- gabbling utter rampant nonsense. https://t.co/W5rtKi9Vio	NON-RUMOR
100828	GermanWings	To cap its liability, the airline has to prove it was without fault - Aviation Attorney Justin Green on #Germanwings http://t.co/l14sBZkwGA	NON-RUMOR
100829	GermanWings	#AP10Things to know for Fri.: Turmoil escalates in Yemen; How airlines are responding to Germanwings crash: http://t.co/FHFMJtSNpm	NON-RUMOR
100830	GermanWings	Relatives of those who died on board Germanwings Flight 9525 gathered near the crash site: http://t.co/YrdZjge5PU http://t.co/Q9S8fz2soj	NON-RUMOR
100831	GermanWings	“The horror. It’s all there in the sound of Lubitz breathing.” @PGourevitch on the #Germanwings crash: http://t.co/Ek1hiZwR4P	NON-RUMOR
100832	GermanWings	Look, if Obama had cut taxes on the rich, then they'd all buy private jets and flight safety would just trickle down to #Germanwings	NON-RUMOR
100833	GermanWings	A look at the cockpit-security measures that prevented Germanwings pilot from reentering: http://t.co/vRv13M66Ez http://t.co/CXROfyWrBH	NON-RUMOR
100834	GermanWings	A tribute to the lives lost in #Germanwings crash set to music from #OlegBryjak &amp; #MariaRadner http://t.co/Uq0HXLcnSk http://t.co/LKWqgecgbX	NON-RUMOR
100835	GermanWings	RT @Sponkymusiclady: Especially sent to the families of the Germanwings terrorist attack! http://t.co/qtAtLBd0rr	NON-RUMOR
100836	GermanWings	Airlines begin requiring 2 crew members in cockpit at all times after #Germanwings crash: http://t.co/buO4yfkjx2	NON-RUMOR
100837	GermanWings	@indujalali There it goes ! http://t.co/mbTMdA7JS1	NON-RUMOR
100838	GermanWings	@Kolin_Quark @CMacauley82 @sallyhayd @vicenews 'Hudson Time River Theory' anyone? http://t.co/u0okr6JJIn	NON-RUMOR
100839	GermanWings	This video shows how the cockpit door of the crashed #Germanwings plane was designed to work http://t.co/iZtw2EHHNN http://t.co/n5U9cxvru9	NON-RUMOR
100840	GermanWings	Thoughts and prayers to the families and friends of the passengers of Germanwings Flight 9525. Beyond… https://t.co/f51rHVQ4Er	NON-RUMOR
100841	GermanWings	#crashA320 : quand les Andreas Lubitz se multiplient sur Facebook http://t.co/N2wBiesenf http://t.co/9eks9g8FTA	NON-RUMOR
100842	GermanWings	@robbie_rigby @germanwings you tell me..are you?	NON-RUMOR
100843	GermanWings	Why why why #Germanwings	NON-RUMOR
100844	GermanWings	@MichaelByrnes @KkPerihan @germanwings  Maybe they do tho	NON-RUMOR
100845	GermanWings	#PROCURATEDESCA #LUBITZ HA NASCOSTO LA MALATTIA A GERMANWINGS http://t.co/DeEAlg4wMm	NON-RUMOR
100846	GermanWings	@LilMissRightie Suicide in the name of Islam? http://t.co/kOOpqOYrx8	NON-RUMOR
100847	OttawaShooting	Ottawa police chief confirms that both gunman and soldier at war memorial are dead.	RUMOR
100848	OttawaShooting	Ottawa police confirm the solider shot at war memorial had died #hw #cdnpoli	RUMOR
100849	OttawaShooting	MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: http://t.co/uFsW7vHPRi	RUMOR
100850	OttawaShooting	Police in #Ottawa call situation 'fluid,' 'dynamic,' 'unfolding.' Confirm deaths of soldier, gunman. #cdnpoli	RUMOR
100851	OttawaShooting	Tragically hearing that the soldier shot at the nat'l war memorial has died in hospital. Thoughts r w his family #OttawaShooting	RUMOR
100852	OttawaShooting	Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.	RUMOR
100853	OttawaShooting	Sergeant-at-Arms of Canada's parliament called a hero for shooting gunman who entered building http://t.co/n7Uyuj8zgu http://t.co/kfV2La0M7m	RUMOR
100854	OttawaShooting	UPDATE: Parliament Hill attack: Soldier dies of injuries, gunman shot dead http://t.co/pp6hcfWcRw #OttawaShooting http://t.co/P0DfYqt63V	RUMOR
100855	OttawaShooting	RIP to the Canadian soldier killed today in #Ottawa. Thoughts and prayers with his family &amp; friends. #Canada http://t.co/BmXokdx136	RUMOR
100856	OttawaShooting	MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC	RUMOR
100857	OttawaShooting	Ottawa Police won't say if there are still suspects at large; say it is still an active operation - live video http://t.co/aF9HyT9BgX	RUMOR
100858	OttawaShooting	FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News	RUMOR
100859	OttawaShooting	I am so saddened by the death of a young man serving us and our great nation. God bless him #Ottawa #OttawaShooting	RUMOR
100860	OttawaShooting	Thoughts &amp; prayers go out to the soldier killed in Ottawa during the shooting &amp; everyone affected in Ottawa. #PrayForOttawa #OttawaShooting	RUMOR
100861	OttawaShooting	This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf	RUMOR
100862	OttawaShooting	Ottawa shooting: Kevin Vickers labelled 'hero' after taking down gunman in Canadian Parliament http://t.co/z3r8w1DIr1 http://t.co/68ckieXIsf	RUMOR
100863	OttawaShooting	Full White House statement on Obama's call to #Ottawa http://t.co/7UAGgehJms	RUMOR
100864	OttawaShooting	Statement from Hamilton Mayor Bob Bratina on death of soldier in #OttawaShooting http://t.co/p4DlyV3NG4	RUMOR
100865	OttawaShooting	Prime Minister Stephen Harper to address country tonight after fatal shooting at War Memorial and attack on Parliament: @CBCNews #cdnpoli	RUMOR
100866	OttawaShooting	US Army increases security at Tomb of the Unknown Soldier at Arlington Nat'l Cemetery as precaution due to Ottawa shootings - @LMartinezABC	RUMOR
100867	OttawaShooting	Condolences to the family of the fallen officer in #Ottawa He was a hero who bravely stood in defence of our country and our freedoms	RUMOR
100868	OttawaShooting	These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada http://t.co/7KoW2xATKG	RUMOR
100869	OttawaShooting	Kevin Vickers hailed as hero who took down attacker at Parliament Hill: http://t.co/sG70iQtfSM #cbcOTT #OTTnews http://t.co/zuSOkiOzck	RUMOR
100870	OttawaShooting	Ottawa shooting: Soldier dies of injuries, gunman shot dead http://t.co/6D9NofyId5 http://t.co/IO19HlsUms	RUMOR
100871	OttawaShooting	My thoughts &amp; prayers are with the family &amp; friends of the soldier killed today in the line of duty in Ottawa. Our nation mourns your loss.	RUMOR
100872	OttawaShooting	Meet Kevin Vickers, the hero who shot down the Parliament Hill gunman #OttawaShooting http://t.co/dFhPJCDREP http://t.co/m4fFmtw8d8	RUMOR
100873	OttawaShooting	A Canadian soldier who was standing on guard for thee is gone. Our thoughts are w everyone affected by the shootings in Ottawa #CanadaStrong	RUMOR
100874	OttawaShooting	#KevinVickers hailed as hero who took down attacker at Parliament Hill http://t.co/2MHOPGuF7w #OttawaShooting http://t.co/zu5I71EU5S	RUMOR
100875	OttawaShooting	The University of Ottawa is no longer in lockdown. #cbcOTT #OTTnews	RUMOR
100876	OttawaShooting	Kevin Vickers hailed as hero who took down attacker http://t.co/qIDq2LcXkf #OttawaShooting #cbcto http://t.co/Qo5E24X9ZS	RUMOR
100877	OttawaShooting	JUST IN: U.S. officials tell CBS News the name of the dead Ottawa shooting suspect is Michael Zehaf-Bibeau, a Canadian born in 1982.	RUMOR
100878	OttawaShooting	Gunman killed in Parliament attack named as Michael Zehaf-Bibeau, a Canadian born in 1982, American media report claims. #cdnpoli #Ottawa	RUMOR
100879	OttawaShooting	#BREAKING: Reports that the dead shooting suspect is Michael Zehaf-Bibeau, born 1982. He is reportedly Canadian-born. #OttawaShooting	RUMOR
100880	OttawaShooting	#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect. #Canada http://t.co/kWam0E4tyX	RUMOR
100881	OttawaShooting	#Breaking: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/vlj96XOoSm http://t.co/LOzoL7IjVI	RUMOR
100882	OttawaShooting	RT @ArmedResearch:#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect http://t.co/sn3IhZjOx2	RUMOR
100883	OttawaShooting	Soldier killed in #OttawaShooting identified as Cpl. Nathan Cirillo via @globeandmail http://t.co/MsZee1uYsL http://t.co/5XOZi829FC”	RUMOR
100884	OttawaShooting	Rest in peace Cpl. Nathan Cirillo via @globeandmail #ottawashooting http://t.co/voEK2MZpfR http://t.co/sMpeSGv4HY	RUMOR
100885	OttawaShooting	The important name right now is Cpl. Nathan Cirillo. #ottawa	RUMOR
100886	OttawaShooting	Rest In Peace Cpl. Nathan Cirillo. #Ottawa #OttawaShooting http://t.co/kHoik2LtmB	RUMOR
100887	OttawaShooting	#RIP Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/pJMo6azdxG http://t.co/k6SnRRS3qW”	RUMOR
100888	OttawaShooting	RIP Cpl. #NathanCirillo 🌹🍁🌹 Your service never forgotten Prayers for his family 🙏 😪 #CanadianForces  #OttawaShooting http://t.co/okrtlIP64Z	RUMOR
100889	OttawaShooting	The soldier shot at the war memorial died. He was in the reserves, from Hamilton.	RUMOR
100890	OttawaShooting	#hamont soldier killed in #ottawashooting identified as Nathan Cirillo  #breaking  http://t.co/IZhAUdFVLc	RUMOR
100891	OttawaShooting	@globeandmail identifies soldier killed in #OttawaShooting as Cpl. Nathan Cirillo. http://t.co/vWagXCSw6q	RUMOR
100892	OttawaShooting	Corporal Nathan Cirillo identified as #HamOnt soldier killed in Ottawa	RUMOR
100893	OttawaShooting	#HamOnt reservist Nathan Cirillo was on duty in Ottawa today when he was fatally shot. http://t.co/ChPobw7w2x	RUMOR
100894	OttawaShooting	Soldier shot dead in #Ottawa today is Cpl. Nathan Cirillo. Reservist was based in #Hamilton, Ont.	RUMOR
100895	OttawaShooting	RT @CBCAlerts: Soldier shot dead in #Ottawa today is Cpl. Nathan Cirillo. Reservist was based in #Hamilton, Ont. #cbcns	RUMOR
100896	OttawaShooting	#RIPNathanCirillo RT @globeandmail: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #OttawaShooting http://t.co/uZZqmlctss	RUMOR
100897	OttawaShooting	Canadian soldier fatally shot identified as Nathan Cirillo.  #OttawaShooting #HamOnt #RIP http://t.co/0VdtSF6WVS	RUMOR
100898	OttawaShooting	.@globeandmail: Soldier killed in #OttawaShooting identified as Cpl. Nathan Cirillo  http://t.co/ut7WFkcCa5 http://t.co/vsY2rtJtDs	RUMOR
100899	OttawaShooting	Soldier shot dead in #Ottawa today is Cpl. Nathan Cirillo. Reservist was based in #Hamilton, Ont.	RUMOR
100900	OttawaShooting	RT @globeandmail: Soldier killed at war memorial identified as Cpl. Nathan Cirillo http://t.co/gIU8vpQ0WM #OttawaShooting #Canada	RUMOR
100901	OttawaShooting	#RIPHero ❗️🍁❗️ "@CBCAlerts: Soldier shot dead in #Ottawa today is Cpl. Nathan Cirillo. Reservist was based in #Hamilton, Ont.”	RUMOR
100902	OttawaShooting	ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau suspected shooter in #Ottawa http://t.co/V61x3YvkGJ	RUMOR
100903	OttawaShooting	Soldier killed at war memorial identified as Nathan Cirillo #HamOnt #OttawaShooting #cndpoli http://t.co/BjEM0my6iT http://t.co/7BFFBm2afL	RUMOR
100904	OttawaShooting	Cpl. Nathan #Cirillo, the soldier shot dead today in #Ottawa. RIP sir and thank you for your service. #OttawaShooting http://t.co/jpXLr5ONOa	RUMOR
100905	OttawaShooting	BREAKING: Canada police investigating Michael Zehaf-Bibeau as possible suspect in Ottawa shooting: source familiar with matter	RUMOR
100906	OttawaShooting	Nathan Cirillo identified as soldier shot dead at War Memorial  http://t.co/3ZK8VPeSsq #OttawaShootings http://t.co/ja8w3YLrQs	RUMOR
100907	OttawaShooting	MT @CBCHamilton: Soldier killed at war memorial identified as Nathan Cirillo  #OttawaShooting http://t.co/nB9XQ3ypWc http://t.co/UAv7Ztlhga	RUMOR
100908	OttawaShooting	Corporal Nathan Cirillo, shot dead at #Ottawa War Memorial today, was 24. Reservist was member of Argyll and Sutherland Highlanders #cdnpoli	RUMOR
100909	OttawaShooting	Soldier killed in #Ottawa today is Cpl Nathan Cirillo, A&amp;SHC -- RIP http://t.co/J4u3IJ2jCG	RUMOR
100910	OttawaShooting	The soldier killed at war memorial this morning has been identified as Cpl. Nathan Cirillo. #OttawaShooting	RUMOR
100911	OttawaShooting	#Breaking: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/tGAl1r29Zz	RUMOR
100912	OttawaShooting	Cpl. Nathan Cirillo, 24, identified as the soldier who was shot, killed at the War Memorial today. #cbcOTT #OTTnews http://t.co/I68A6Ioa6E	RUMOR
100913	OttawaShooting	BREAKING: Soldier shot dead ID'd as 24 yr old Cpl. Nathan Cirillo of Hamilton. Reservist w/ Argyll &amp; Sutherland Highlndrs. #ottnews #cbcOTT	RUMOR
100914	OttawaShooting	Twenty-four-year-old Cpl. Nathan Cirillo was shot dead today at the War Memorial in #Ottawa. #cdnpoli #OttawaShooting http://t.co/j42xy9LX5k	RUMOR
100915	OttawaShooting	Soldier killed in #OttawaShooting ID'ed as Cpl. Nathan Cirillo. His Instagram: http://t.co/UdcM26VkFG	RUMOR
100916	OttawaShooting	The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of Hamilton, Ont.	RUMOR
100917	OttawaShooting	The soldier shot dead in Wednesday's Ottawa attacks has been named as Cpl. Nathan Cirillo of #HamOnt #ottawashooting http://t.co/MxLMptnlWw	RUMOR
100918	OttawaShooting	#BREAKING: Soldier shot dead in Ottawa attack identified as Hamilton, Ontario-based reservist Cpl. Nathan Cirillo. #OttawaShooting	RUMOR
100919	OttawaShooting	UPDATE: Cpl. Nathan Cirillo of Hamilton identified as reservist killed in #OttawaShooting http://t.co/4oteK7v6WM http://t.co/FG24vveHhJ	RUMOR
100920	OttawaShooting	BREAKING: A source confirms to CP24 that the deceased soldier in Ottawa is Cpl. Nathan Cirillo. Cirillo was a member of the Hamilton Argylls	RUMOR
100921	OttawaShooting	Sergeant-at-arms Kevin Vickers who reportedly shot suspect hailed as hero http://t.co/CmAVz7UYMN #ottawashooting http://t.co/GNJAq4fWTN	RUMOR
100922	OttawaShooting	Hamilton Argylls soldier, Nathan Cirillo, on the right in this picture, dies in Ottawa attack http://t.co/K0j8j0eLiw http://t.co/aKBFslkfAg	RUMOR
100923	OttawaShooting	#BREAKING: PHOTO: Soldier who died today at the war memorial, Cpl. Nathan Cirillo. #Ottawa http://t.co/e3MRTFiWMu	RUMOR
100924	OttawaShooting	#ISIS Media account posts pic claiming to be Michael Zehaf-Bibeau, dead  #OttawaShooting terrorist http://t.co/dascEeLdip via @ArmedResearch	RUMOR
100925	OttawaShooting	ICYMI: The Canadian Soldier killed was named Cpl. Nathan #Cirillo. #OttawaShooting	RUMOR
100926	OttawaShooting	Cpl. Nathan Cirillo identified as Canadian soldier killed in #ottawashooting http://t.co/970oyzfiYL http://t.co/T5xjObifuN	RUMOR
100927	OttawaShooting	Aunt: Cpl. Nathan Cirillo identified as soldier shot, killed in Ottawa today - @globeandmail via @breaking http://t.co/Wda5bF7mdu	RUMOR
100928	OttawaShooting	Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/jlUKClnuNi http://t.co/GpU2jH26YP	RUMOR
100929	OttawaShooting	#Breaking: Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting #KXCOUNTRY http://t.co/JFyo6nqOKX	RUMOR
100930	OttawaShooting	#BREAKING: Soldier killed in Ottawa attack identified as Ontario-based reservist Cpl. Nathan Cirillo. http://t.co/LT8wPojLq8	RUMOR
100931	OttawaShooting	Ottawa shooting suspect named as Michael Zehaf-Bibeau – 2 U.S. sources tell ABC News.	RUMOR
100932	OttawaShooting	Reports that the soldier killed in today's shooting in Ottawa was 24 year old Cpl. Nathan Cirillo	RUMOR
100933	OttawaShooting	Cpl. Nathan Cirillo identified as soldier shot, killed in Ottawa today, aunt says - @globeandmail http://t.co/oVrp10U6uG	RUMOR
100934	OttawaShooting	Soldier shot dead at National War Memorial in #Ottawa identified as 24-year-old Cpl Nathan Cirillo. #OttawaShooting http://t.co/5lNl8ztCGR	RUMOR
100935	OttawaShooting	Rest In Peace Cpl. Nathan Cirillo and thank you for serving our country #OttawaShooting http://t.co/Tb062RSRtC	RUMOR
100936	OttawaShooting	Rest in peace to the soldier killed in Ottawa today http://t.co/A0KMHUeUdz	RUMOR
100937	OttawaShooting	Soldier shot dead in Ottawa attacks has been named as Cpl. Nathan Cirillo http://t.co/1Vtuvx6HfU http://t.co/gCTfnjoaWg	RUMOR
100938	OttawaShooting	NEW: Sources: Deceased gunman who killed soldier in Ottawa has been identified as Canadian national Michael Zehaf-Bibeau - @WorldNews	RUMOR
100939	OttawaShooting	Canada investigating Michael Zehaf-Bibeau as possible suspect in Ottawa shooting: source. http://t.co/wDoVC3ro2V http://t.co/Futx84hFmU	RUMOR
100940	OttawaShooting	#Breaking Military sources, friends ID Nathan Frank Cirillo as soldier killed in Ottawa  http://t.co/CVyzAvavIF http://t.co/Q7qKp919Ml	RUMOR
100941	OttawaShooting	Fallen Canadian soldier identified as Cpl. Nathan Cirillo RIP http://t.co/1WpU9EDqKA #OttawaShooting	RUMOR
100942	OttawaShooting	Everyone take a moment to honour Cpl. Nathan Cirillo the fine solider that was killed in Ottawa today #Hero http://t.co/UXb3CxWGZ2	RUMOR
100943	OttawaShooting	Soldier shot dead today is 24-year-old Cpl. Nathan Cirillo, CBC News confirms http://t.co/wP1Gw53D3s #OttawaShooting http://t.co/5ledjl9mms	RUMOR
100944	OttawaShooting	Soldier killed in Ottawa shooting ID'ed as Hamilton's Nathan Cirillo http://t.co/9jCJ8mbXGC http://t.co/jwPniqPqt6	RUMOR
100945	OttawaShooting	Canadian media identify the soldier killed in Ottawa as Nathan Cirillo, 24 http://t.co/4kdUz25jRf	RUMOR
100946	OttawaShooting	The soldier shot and killed at the War Memorial in Ottawa today is Cpl. Nathan Cirillo.	RUMOR
100947	OttawaShooting	Soldier killed in Ottawa shooting identified as Cpl. Nathan Cirillo: http://t.co/y0Cp1u1DGY #Ottawa #OttawaShooting http://t.co/5lxX36s79P	RUMOR
100948	OttawaShooting	Ottawa shooting: Nathan Cirillo, reservist from Hamilton, killed in attack http://t.co/cUzepktlxx http://t.co/hqR6R0q9jl	RUMOR
100949	OttawaShooting	CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting	RUMOR
100950	OttawaShooting	CTV News has confirmed the name Canadian authorities provided to U.S. authorities is Michael Zehaf-Bibeau. #OttawaShooting	RUMOR
100951	OttawaShooting	Report: Soldier killed in Ottawa named as Cpl Nathan Cirillo http://t.co/25pOcEdd1a http://t.co/uDKv6Q4TyK	RUMOR
100952	OttawaShooting	#RIP Nathan Cirillo #Soldier #Ottawa #Canada love you http://t.co/PkMR8R1pho	RUMOR
100953	OttawaShooting	Thoughts go out to the family of Nathan Cirillo, 24, who was just identified as the soldier killed in Ottawa today. http://t.co/MMkW0iVIDL	RUMOR
100954	OttawaShooting	@01CindyLee @SusanFelicity @660News No doubt there will be one. In the meantime http://t.co/I7NqSYHqiv	NON-RUMOR
100955	OttawaShooting	In #Pittsburgh tonight. RT @acarducci: http://t.co/2Wqmx6vpGp #Canada #Ottawa #nhl	NON-RUMOR
100956	OttawaShooting	The music video is stupid as fuck but at least you can tell they had fun shooting it. XD	NON-RUMOR
100957	OttawaShooting	"These acts are designed to drive us to hate. But we shall not." says @ThomasMulcair in solidarity w/ govt. @cbcasithappens #OttawaShooting	NON-RUMOR
100958	OttawaShooting	Witnesses describe chaotic, frightening scenes at Canadian Parliament shooting: http://t.co/hBybVUgwS5 #Ottawa http://t.co/DiylvWpm8B	NON-RUMOR
100959	OttawaShooting	Remember his name: Cpl. Nathan Frank Cirillo:   http://t.co/q6SLJjTvkA #RIP #OttawaShooting http://t.co/QKrcl87aMT	NON-RUMOR
100960	OttawaShooting	Watch the pre-game Canadian national anthem to honor Ottawa at Flyers-Penguins: http://t.co/4W09sxAEi3 http://t.co/8GxjZHkL5q	NON-RUMOR
100961	OttawaShooting	Dalembert just sent a nifty pass from under the rim to Melo for the 3-ball. Wizards 47 #Knicks 43 2:52 2Q. Both teams shooting above 50%.	NON-RUMOR
100962	OttawaShooting	VIDEO: Penguins fans sing Canadian national anthem in tribute to Ottawa http://t.co/yWWxSEA8Nw RT @acarducci http://t.co/2radz2Es9R	NON-RUMOR
100963	OttawaShooting	VIDEO: Pittsburgh Penguins sing 'O Canada' following tragic events today in Ottawa. http://t.co/fZR3Np1Hp4 http://t.co/PYuRdtR2pZ	NON-RUMOR
100964	OttawaShooting	#BREAKING Canada to 'redouble' fight against 'terrorist' groups after shooting attack: Harper	NON-RUMOR
100965	OttawaShooting	Our by-the-numbers, audio and visual timeline of the Ottawa shootings: http://t.co/QNfbPF7K0B http://t.co/ZCSIhFcy6l	NON-RUMOR
100966	OttawaShooting	Pittsburgh @Penguins show their support for #Ottawa and Canada before tonight's game against Philly. http://t.co/GyUOBQw1SX	NON-RUMOR
100967	OttawaShooting	Pittsburgh @Penguins show their support for #Ottawa and Canada before tonight's game against Philly. http://t.co/Ey7zYQqm7X	NON-RUMOR
100968	OttawaShooting	Insanity ­&gt; Canada to 'redouble' fight against 'terrorist' groups after #OttawaShooting, PM Stephen Harper says -@TheAPJournalist `cdnpoli	NON-RUMOR
100969	OttawaShooting	Video: Pittsburgh pays tribute to Ottawa tragedy with O Canada rendition http://t.co/1b0go4zdWX	NON-RUMOR
100970	OttawaShooting	Pittsburgh Penguins pay tribute to Ottawa. Play 'O Canada' before tonight's game: http://t.co/D18xm2jpBZ http://t.co/x0D1nHZiaI	NON-RUMOR
100971	OttawaShooting	#US:Black #Witnesses Back Officer #DarrenWilson’s Account Of #MichaelBrown #Shooting {But some folks refuse to hear} http://t.co/fI215JJrmd	NON-RUMOR
100972	OttawaShooting	When I have no words to speak, I write them. I don't know what to tell my kids but I know to say I love you: http://t.co/O0yj5RJM50	NON-RUMOR
100973	OttawaShooting	Penguins play ‘O Canada’ honour those affected by #Ottawa shooting http://t.co/Vuz4fi0wTk	NON-RUMOR
100974	OttawaShooting	WATCH: Pittsburgh pays tribute to Ottawa tragedy with touching rendition of "O Canada." http://t.co/9vZXAalMiF http://t.co/YScekAa7gc	NON-RUMOR
100975	OttawaShooting	OJ Mayo looking good yet again. 11 points on 4/5 shooting (3 3PM) at the end of 1Q.	NON-RUMOR
100976	OttawaShooting	Canada's Dem Party leader Thomas Mulcair on Ottawa attacks: 'We will stand up, stand together, persevere and prevail' http://t.co/orNZxpuV2s	NON-RUMOR
100977	OttawaShooting	RT @chronicleherald: Condolences pour in for Cpl. Nathan Cirillo, killed in #OttawaShooting http://t.co/QUE66fuWsh http://t.co/VqORZBlmA1	NON-RUMOR
100978	OttawaShooting	Pittsburgh crowd sings O Canada at NHL game, tribute to Ottawa at NHL game: RT @acarducci: http://t.co/D8L5LYGU8E #ottawashooting	NON-RUMOR
100979	OttawaShooting	On Ottawa, today: http://t.co/RZmS2Uw5IV	NON-RUMOR
100980	OttawaShooting	Cop investigated for shooting pit bull puppy http://t.co/zGRxq90483	NON-RUMOR
100981	OttawaShooting	The Canadian PM called today's shooting "brutal and violent", and the murderer as a "terrorist". Refreshing; a leader who speaks plainly.	NON-RUMOR
100982	OttawaShooting	Nice gesture by the Pittsburgh Penguins here:  http://t.co/NZN9lgNbvx	NON-RUMOR
